3715,['3.5.1.108:120\n' '3.5.1.108:3|4.2.1.59:3\n' '4.2.1.59:4|3.5.1.108:2\n']
3717,['3.5.1.108:3|4.2.1.59:3\n' '3.5.1.108:7\n' '4.2.1.59:4|3.5.1.108:2\n']
3723,['3.5.1.108:3\n' '3.5.1.108:3|4.2.1.59:3\n' '3.5.1.108:53\n'
 '4.2.1.59:4|3.5.1.108:2\n']
3733,['3.5.1.108:120\n' '3.5.1.108:25\n' '3.5.1.108:3|4.2.1.59:3\n'
 '3.5.1.108:7\n' '4.2.1.59:4|3.5.1.108:2\n']
3744,['3.5.1.108:120\n' '3.5.1.108:3|4.2.1.59:3\n' '4.2.1.59:4|3.5.1.108:2\n']
3772,['3.5.1.108:120\n' '3.5.1.108:25\n' '3.5.1.108:3\n'
 '3.5.1.108:3|4.2.1.59:3\n' '3.5.1.108:7\n' '4.2.1.59:4|3.5.1.108:2\n']
3773,['3.5.1.108:3|4.2.1.59:3\n' '3.5.1.108:53\n' '3.5.1.108:7\n'
 '4.2.1.59:4|3.5.1.108:2\n']
